Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,SHIRLEY WANG,BA,70311,ORGNZTN BEHAVIOR,B,Lect,16,38,42%,5.94,3.5,3.19,3.31,2.63,3.31,3.81,4.25,3.38,2.94
Spring,2016,SHIRLEY WANG,BA,70311,ORGNZTN BEHAVIOR,C,Lect,21,55,38%,6.95,3.76,3.19,3.19,2.81,3.57,3.57,4.33,3.33,3.33
Spring,2016,BENJAMIN COLLIER,BA,70311,ORGNZTN BEHAVIOR,W,Lect,21,24,88%,7.53,3.9,4.14,4.33,3.57,4.19,4.33,4.76,3.95,4
Spring,2016,LILY MORSE,BA,70321,NEGOTIATN CNFLCT RES,A,Lect,18,22,82%,6.83,4.61,4.78,4.67,4.44,4.72,4.78,4.61,4.56,4.67
Spring,2016,TAE WAN KIM,BA,70332,BUS SOCIETY & ETHICS,A,Lect,51,60,85%,5.54,4.82,4.73,4.76,4.69,4.82,4.71,4.57,4.67,4.67
Spring,2016,TAE WAN KIM,BA,70332,BUS SOCIETY & ETHICS,B,Lect,50,56,89%,4.94,4.92,4.74,4.78,4.82,4.92,4.68,4.88,4.74,4.66
Spring,2016,DAVID GRAY,BA,70332,BUS SOCIETY & ETHICS,W,Lect,19,26,73%,12.11,4.5,4.61,4.39,4.11,4.5,4.5,4.39,4.44,4.28
Spring,2016,PARAM SINGH,BA,70339,INFO TCHNGY FINANCE,A,Lect,14,21,67%,7.08,4.57,4.64,4.57,4.43,4.57,4.64,4.57,4.5,4.5
Spring,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,A,Lect,21,23,91%,6.65,4.52,4.24,4.1,4.33,4.33,4.19,4.48,4.25,3.71
Spring,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,C,Lect,14,18,78%,5.92,4.29,4,4.07,3.64,4.21,4.36,4.57,4.07,3.71
Spring,2016,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,D,Lect,12,23,52%,8.5,4.92,4.75,4.92,4.92,4.92,5,4.75,5,4.83
Spring,2016,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,F,Lect,12,13,92%,5.25,4.17,3.83,3.92,4.08,4,4.25,4.42,4.17,3.92
Spring,2016,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,A,Lect,25,56,45%,5.24,4.36,4,4.32,3.84,4.4,4.24,4.28,4.21,4.2
Spring,2016,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,B,Lect,27,71,38%,4,4.48,4.59,4.7,4.3,4.56,4.59,4.52,4.48,4.44
Spring,2016,BENJAMIN COLLIER,BA,70342,MANAGE ACRSS CLTURES,W,Lect,18,20,90%,7.29,4.44,4.06,4.33,3.89,4.56,4.56,4.78,4.39,4.28
Spring,2016,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,A,Lect,5,18,28%,7.4,5,5,5,4.25,5,5,5,5,5
Spring,2016,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,B,Lect,15,21,71%,6.5,5,5,5,4.93,5,4.93,5,5,5
Spring,2016,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,C,Lect,15,20,75%,6,5,5,5,5,5,5,5,5,5
Spring,2016,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,D,Lect,7,18,39%,6.71,4.86,4.43,4.57,5,4.71,4.57,4.86,4.71,4.57
Spring,2016,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,W,Lect,14,19,74%,9.15,4.5,4.5,4.57,4.5,4.43,4.36,4.21,4.57,4.64
Spring,2016,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,X,Lect,15,19,79%,9.87,4.27,3.93,4.33,4.13,4.53,4.13,4.07,4.13,4.27
Spring,2016,GEOFFREY HITCH,BA,70350,ACTING FOR BUSINESS,A,Lect,6,19,32%,4,4.5,4.17,3.8,4.33,3.83,3.83,2.5,3.67,4
Spring,2016,GEOFFREY HITCH,BA,70350,ACTING FOR BUSINESS,B,Lect,14,22,64%,4.57,4.93,4.93,5,4.93,4.79,4.85,4.43,4.86,4.79
Spring,2016,GEOFFREY HITCH,BA,70350,ACTING FOR BUSINESS,C,Lect,13,21,62%,6.15,4.54,4.46,4.54,4.62,4.23,4.46,4.08,4.46,4.46
Spring,2016,GEOFFREY HITCH,BA,70352,BUSINESS ACTING,W4,Lect,14,16,88%,7.15,5,4.93,4.86,5,4.86,5,5,5,5
Spring,2016,JAMES ROBERTS,BA,70364,BUSINESS LAW,A,Lect,9,20,45%,11.11,4.22,4.67,4.67,3.44,4,4.33,4.89,4.11,4
Spring,2016,DAVID TUNGATE,BA,70366,INTEL PROPRTY & ECOM,A4,Lect,25,58,43%,5.24,4.52,4.64,4.8,4.04,4.84,4.88,4.63,4.64,4.56
Spring,2016,MUSTAFA AKAN,BA,70371,OPERATIONS MGMT,A,Lect,28,42,67%,7.46,4.39,4.46,4.61,4.11,4.43,4.32,4.79,4.25,4.04
Spring,2016,SHAM KEKRE,BA,70371,OPERATIONS MGMT,W,Lect,18,25,72%,7,4.28,4.17,4.11,3.83,4.33,4.44,4.67,4.22,4.28
Spring,2016,DOKYUN LEE,BA,70374,DATA MINING BUS ANLY,A,Lect,27,31,87%,7.52,4.59,4.3,4.33,4.3,4.85,4.67,4.81,4.48,4.37
Spring,2016,HUI LI,BA,70381,MARKETING I,A,Lect,30,69,43%,6.1,3.93,3.93,3.83,3.4,3.83,3.53,4.23,3.6,3.5
Spring,2016,HUI LI,BA,70381,MARKETING I,B,Lect,39,67,58%,5.15,3.82,3.74,3.64,3.31,3.87,3.72,4.15,3.47,3.45
Spring,2016,EMIN CIVI,BA,70381,MARKETING I,W,Lect,20,25,80%,6.58,4.45,3.8,3.95,4.45,4.2,3.8,4.85,3.85,3.75
Spring,2016,CHRIS TELMER,BA,70391,FINANCE,A,Lect,61,63,97%,10.22,4.61,4.46,4.52,4.03,4.74,4.18,4.66,4.26,4.18
Spring,2016,JOSE EMILIO OSAMBELA ZAVALA,BA,70398,INTERNATNL FINANCE,B,Lect,27,33,82%,8.33,4.37,4.07,4.15,3.37,4.26,4.19,4.59,4,3.81
Spring,2016,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,Lect,21,39,54%,13.33,4.33,4.19,4.24,4,4.48,4.19,4.67,4.24,4.19
Spring,2016,STEPHEN VARGO,BA,70401,MANAGEMENT GAME,W,Lect,25,40,63%,13.68,4.64,4.56,4.48,4.48,4.52,4.68,4.8,4.56,4.56
Spring,2016,KATHARINE ANDERSON,BA,70415,INTRO ENTREPRENRSHIP,A,Lect,15,30,50%,7.8,4.07,4,4.07,4.2,4.27,4.07,4.53,4.07,4.13
Spring,2016,DAVID MAWHINNEY,BA,70416,NEW VENTURE CREATION,A,Lect,11,27,41%,8.27,4.82,4.55,4.55,4.45,4.73,4.55,4.45,4.45,4.27
Spring,2016,GEORGE WHITE,BA,70416,NEW VENTURE CREATION,W,Lect,12,14,86%,10.18,5,5,5,5,5,5,5,5,5
Spring,2016,SIDNEY THOMAS EMERSON,BA,70417,TPCS IN ENTREPRNRSHP,W,Lect,4,9,44%,5.75,4.25,4.25,4,4,4,3.75,4.5,3.75,3.75
Spring,2016,AUSTIN SUDBURY,BA,70422,MANAGERIAL ACCOUNTNG,A,Lect,14,29,48%,8.21,4.71,4.64,4.71,4.36,4.93,4.92,4.93,4.71,4.71
Spring,2016,TIM CUNNINGHAM,BA,70425,ENTRPRSHP CRTV INDSR,A,Lect,10,17,59%,8.1,4,2.4,2.7,3.2,3.7,3.1,3.7,3,3.2
Spring,2016,JING LI,BA,70428,FINANCL STATMNT ANAL,A,Lect,11,30,37%,7.45,4.09,3.91,3.91,4.18,4.09,3.73,4.45,3.82,3.82
Spring,2016,JOHN OBRIEN,BA,70429,ACCTNG FINANC INSTS,W,Lect,5,6,83%,5.6,5,5,5,5,5,5,5,5,5
Spring,2016,MILTON COFIELD,BA,70430,INTERNATNL MGMNT,A,Lect,15,26,58%,8.8,4.07,3.27,3.53,3.8,3.87,3.87,4.13,3.8,3.6
Spring,2016,"SIRBU, M. (co-taught)",BA,70438,COMMERCLZN & INNOVTN,A,Lect,7,11,64%,6.71,3.14,3.29,3.71,2.14,3.43,3.71,3.71,3.14,3.14
Spring,2016,"IMAM, R. (co-taught)",BA,70438,COMMERCLZN & INNOVTN,A,Lect,7,11,64%,7.57,5,4.71,4.86,4.43,4.86,4.86,4.71,4.86,4.71
Spring,2016,DAVID LAMONT,BA,70440,CORPORATE STRATEGY,A,Lect,17,22,77%,5.94,4.76,4.88,4.76,4.71,4.71,4.76,4.88,4.76,4.71
Spring,2016,PARAM SINGH,BA,70443,DGTL MKTG SCL MD STG,A,Lect,9,22,41%,6.67,4,4.11,4.22,4.11,4.67,4.22,4.56,4.22,4.11
Spring,2016,SIDNEY THOMAS EMERSON,BA,70448,CEO PERSPECTIVE,W,Lect,8,15,53%,6.13,4.13,3.75,3.88,3.88,4.38,4.25,4.5,4,3.75
Spring,2016,AJIT SHARMA,BA,70451,MANGEMNT INFRMT SYST,A,Lect,22,35,63%,5.14,4.81,4.24,4.3,4.5,4.64,4.43,4.95,4.41,4.18
Spring,2016,AJIT SHARMA,BA,70451,MANGEMNT INFRMT SYST,B,Lect,55,72,76%,5.87,4.6,3.84,3.95,4.29,4.42,3.91,4.87,3.82,3.71
Spring,2016,TRIDAS MUKHOPADHYAY,BA,70451,MANGEMNT INFRMT SYST,W,Lect,26,34,76%,8,4.54,4.23,4.12,4.15,4,4.38,4.96,4.12,3.85
Spring,2016,AJIT SHARMA,BA,70453,BUS TECH FOR CONSLTG,A,Lect,6,13,46%,4.5,4.5,3.17,3.33,3.67,4.17,3.5,4.83,3.5,3.5
Spring,2016,MAHER HAKIM,BA,70453,BUS TECH FOR CONSLTG,W,Lect,3,5,60%,15.33,5,5,4.67,5,5,5,5,5,5
Spring,2016,WOLFGANG GATTERBAUER,BA,70455,MODRN DATA MANGEMNT,A,Lect,32,36,89%,9.45,4.66,4.42,4.5,4.19,4.56,4.38,4.56,4.22,4.27
Spring,2016,ZELEALEM YILMA,BA,70460,MATH MDLS FR CNSLTNG,W,Lect,3,4,75%,10,4.67,5,5,5,5,5,5,4.33,5
Spring,2016,MOHAMMAD DELASAY SORKHAB,BA,70462,STOCHASTIC MODLG SIM,A,Lect,10,11,91%,8,4.9,4.9,4.8,4.8,4.9,4.6,4.9,4.9,4.8
Spring,2016,CHRISTIAN TJANDRAATMADJA,BA,70471,SUPPLY CHAIN MGMT,A,Lect,20,27,74%,8.95,4.35,4.25,4.2,4,4.3,4.05,4.6,3.9,3.9
Spring,2016,SHAM KEKRE,BA,70471,SUPPLY CHAIN MGMT,W,Lect,7,9,78%,10.29,4.86,4.86,5,4.86,4.86,5,5,5,5
Spring,2016,LLOYD CORDER,BA,70480,INTERNTNL MARKETING,A,Lect,4,14,29%,8.75,5,4.5,5,4.75,4.75,4.5,5,4.75,4.5
Spring,2016,EMIN CIVI,BA,70480,INTERNTNL MARKETING,W,Lect,14,23,61%,9.92,4.86,4.57,4.64,4.36,4.92,4.71,5,4.57,4.64
Spring,2016,PETER STUETTGEN,BA,70481,MARKETING RESEARCH,W,Lect,12,12,100%,11.09,5,4.83,4.75,4.92,4.83,5,4.83,5,4.83
Spring,2016,MELISSA MURPHY,BA,70483,ADVRTS & MARKET COMM,A,Lect,9,12,75%,5.67,5,4.78,5,4.89,5,5,5,5,5
Spring,2016,PETER STUETTGEN,BA,70486,PRICING,W,Lect,4,4,100%,8.75,5,4.75,4.75,4.75,4.75,5,5,5,5
Spring,2016,MICHAEL SMITH,BA,70488,MARKTNG DIGITL MEDIA,A4,Lect,13,14,93%,6.62,5,4.5,4.85,4.69,4.92,4.85,4.92,5,4.69
Spring,2016,MUHAMMAD FAROOQI,BA,70491,RESPONSIBLE FINANCE,W,Lect,11,14,79%,8.09,4.82,4.82,4.73,4.82,4.73,4.73,4.82,4.73,4.73
Spring,2016,MUHAMMAD FAROOQI,BA,70492,INVESTMENT ANALYSIS,W,Lect,5,8,63%,8.6,5,4.8,4.8,4.6,4.8,5,5,4.8,4.75
Spring,2016,"OBRIEN, J. (co-taught)",BA,70494,MRKTS: ANOM & EFCNCY,W,Lect,3,5,60%,10,5,5,5,5,5,5,5,5,5
Spring,2016,"FAROOQI, M. (co-taught)",BA,70494,MRKTS: ANOM & EFCNCY,W,Lect,3,5,60%,10,5,5,5,5,5,5,5,5,5
Spring,2016,WILLIAM WALLER,BA,70495,CORPORATE FINANCE,A,Lect,22,27,81%,8.32,4.64,4.73,4.73,4.59,4.73,4.55,4.86,4.45,4.33
Spring,2016,WILLIAM WALLER,BA,70495,CORPORATE FINANCE,B,Lect,35,42,83%,11.39,4.17,3.97,3.97,3.66,4.03,3.79,4.49,3.8,3.74
Spring,2016,MUHAMMAD FAROOQI,BA,70495,CORPORATE FINANCE,W,Lect,14,17,82%,8.71,4.86,4.71,4.79,4.64,4.86,4.86,4.93,4.79,4.79
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2015,,,,Year of 2015,,,3028,4936,61%,7.66,4.24,4.13,4.17,3.95,4.27,4.18,4.35,4.11,4.06
Summer,2015,EUNHEE KIM,BA,70122,INTRO TO ACCOUNTING,E,Lect,1,3,33%,11,5,4,4,4,4,4,5,5,4
Summer,2015,EUNHEE KIM,BA,70122,INTRO TO ACCOUNTING,U,Lect,5,7,71%,11.6,5,5,5,4.8,5,4.6,5,4.8,4.6
Summer,2015,SHERWIN DOROUDI,BA,70207,PROB & STAT BUS APPL,S,Lect,11,12,92%,13.27,4.73,4.45,4.55,4.64,4.6,4.73,4.91,4.64,4.45
Summer,2015,mrho,BA,70208,REGRESSION ANALYSIS,U,Lect,4,9,44%,14.25,4.5,4.25,4.5,4.75,4.75,4.25,4.75,4,4.25
Summer,2015,SERCAN YILDIZ,BA,70371,OPERATIONS MGMT,S,Lect,11,13,85%,8,4.55,4.36,4.45,4.64,4.55,4.3,4.82,4.27,4.09
Summer,2015,EMILIO BISETTI,BA,70391,FINANCE,S,Lect,14,17,82%,12.43,4.57,4.5,4.57,4.57,4.5,4.14,4.79,4.31,4.43
Spring,2015,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,Lect,25,46,54%,5.75,3.92,4.29,4.25,3.08,3.96,4.29,4.43,3.88,3.74
Spring,2015,ANDREW BIRD,BA,70122,INTRO TO ACCOUNTING,1,Lect,35,67,52%,4.85,4.35,4.56,4.53,4.21,4.44,4.53,4.59,4.62,4.42
Spring,2015,ANDREW BIRD,BA,70122,INTRO TO ACCOUNTING,2,Lect,35,69,51%,4.4,4.46,4.53,4.49,4.18,4.49,4.53,4.71,4.56,4.37
Spring,2015,"OBRIEN, J. (co-taught)",BA,70122,INTRO TO ACCOUNTING,W,Lect,38,54,70%,8,3.89,4.08,4.14,3.27,4.05,3.86,4.68,3.7,3.68
Spring,2015,"VARGO, S. (co-taught)",BA,70122,INTRO TO ACCOUNTING,W,Lect,38,54,70%,4.92,4.46,4.32,4.24,4.31,4.27,4.16,4.7,4.14,4.08
Spring,2015,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MGMT,A,Lect,31,39,79%,6.29,4.68,4.32,4.48,4,4.68,4.42,4.63,4.48,4.45
Spring,2015,MILTON COFIELD,BA,70201,PROFSSNL & SRVC PROJ,A,Lect,26,72,36%,5.2,3.76,3.32,3.72,3.56,3.68,3.52,4.08,3.64,3.5
Spring,2015,REBECCA LESSEM,BA,70208,REGRESSION ANALYSIS,1,Lect,33,53,62%,7.67,3.61,3.64,3.7,3.36,3.48,3.33,4.12,3.12,3.21
Spring,2015,REBECCA LESSEM,BA,70208,REGRESSION ANALYSIS,2,Lect,14,33,42%,7.21,3.71,3.86,3.93,3.64,3.79,3.86,4,3.57,3.71
Spring,2015,JOHN GASPER,BA,70208,REGRESSION ANALYSIS,W,Lect,17,20,85%,10.19,4.53,4.47,4.71,4.35,4.47,4.53,4.71,4.53,4.47
Spring,2015,JOHN GASPER,BA,70208,REGRESSION ANALYSIS,X,Lect,28,29,97%,12.92,4.5,4.39,4.25,4.21,4.36,4.46,4.79,4.41,4.25
Spring,2015,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,A,Lect,15,32,47%,6.4,4.07,4,3.93,3.47,4.33,4.27,4.27,4.07,3.93
Spring,2015,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,B,Lect,23,49,47%,6.17,4.04,4.13,4.17,3.39,4.22,4.35,3.7,3.96,3.87
Spring,2015,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,C,Lect,19,49,39%,4.53,3.58,3.84,3.26,3.05,3.74,3.84,3.21,3.63,3.47
Spring,2015,LILY MORSE,BA,70321,NEGOTIATN CNFLCT RES,A,Lect,19,27,70%,5.63,4.58,4.47,4.68,4.42,4.74,4.63,4.74,4.53,4.58
Spring,2015,JOSEPH HORNACK,BA,70332,BUS SOCIETY & ETHICS,A,Lect,38,62,61%,6.53,3.71,4.05,3.92,3.41,4.13,3.89,4.39,3.74,3.71
Spring,2015,JOSEPH HORNACK,BA,70332,BUS SOCIETY & ETHICS,B,Lect,23,40,58%,6.48,3.78,4.09,4,3.74,4,3.91,4.3,3.74,3.7
Spring,2015,DAVID GRAY,BA,70332,BUS SOCIETY & ETHICS,W,Lect,35,50,70%,13.12,4,4.2,4.21,4,4.11,4.2,3.83,4.06,3.8
Spring,2015,PARAM SINGH,BA,70339,INFO TCHNGY FINANCE,A,Lect,12,24,50%,5,4.25,4.17,4.17,4.33,4.17,4,4.5,4.5,4.33
Spring,2015,CHRISTOPHER WYATT,BA,70340,BUSINESS COMMUNCTNS,A,Lect,21,29,72%,7,4.85,4.6,4.6,4.5,4.7,4.5,4.65,4.6,4.65
Spring,2015,CHRISTOPHER WYATT,BA,70340,BUSINESS COMMUNCTNS,B,Lect,12,29,41%,5.5,4.67,4.33,4.67,4.5,4.83,4.75,4.75,4.58,4.67
Spring,2015,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,C,Lect,15,29,52%,8.6,4.33,4.27,4.53,4.6,4.53,4.47,4.73,4.47,4.33
Spring,2015,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,A,Lect,41,74,55%,4.63,4.22,4.41,4.34,3.78,4.41,4.32,4.15,4.02,4.2
Spring,2015,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,B,Lect,41,76,54%,4.85,4.59,4.49,4.59,4.22,4.59,4.54,4.29,4.41,4.49
Spring,2015,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,A,Lect,6,18,33%,5.5,5,4.67,4.67,4.5,4.83,4.17,5,5,4.67
Spring,2015,RONALD PLACONE,BA,70345,BUSINESS PRSNTATIONS,B,Lect,14,22,64%,7.08,5,4.93,5,4.86,5,5,5,4.79,4.79
Spring,2015,JOSEPH RUDMAN,BA,70345,BUSINESS PRSNTATIONS,C,Lect,10,19,53%,6.2,5,4.4,4.67,5,4.78,4.67,4.44,4.56,4.44
Spring,2015,JOSEPH RUDMAN,BA,70345,BUSINESS PRSNTATIONS,D,Lect,11,18,61%,6.36,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91
Spring,2015,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,W,Lect,10,14,71%,12,4.4,4.1,4.3,4.5,4.3,4,4.4,4.2,4.3
Spring,2015,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,X,Lect,12,20,60%,16.17,4.25,4.25,4.33,4.25,4.33,4.25,3.42,4,4.08
Spring,2015,GEOFFREY HITCH,BA,70350,ACTING FOR BUSINESS,A,Lect,10,22,45%,4.7,4.3,4.1,4.1,4.3,3.8,4,3.6,4.1,4.2
Spring,2015,GEOFFREY HITCH,BA,70350,ACTING FOR BUSINESS,B,Lect,9,20,45%,5.67,5,4.88,5,5,4.89,5,4.89,5,5
Spring,2015,JAMES ROBERTS,BA,70364,BUSINESS LAW,A,Lect,15,26,58%,10.73,4.2,4.29,4.43,3.92,4.69,4.31,4.62,4.23,4
Spring,2015,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,Lect,6,12,50%,10.5,4.33,3.17,3.33,2.83,4.5,4.17,3.33,3.83,3.67
Spring,2015,DAVID TUNGATE,BA,70366,INTEL PROPRTY & ECOM,A4,Lect,23,58,40%,6.5,4.3,4.35,4.39,4,4.65,4.57,4.61,4.52,4.3
Spring,2015,MOHAMMAD DELASAY SORKHAB,BA,70371,OPERATIONS MGMT,A,Lect,54,70,77%,7.41,4.43,4.46,4.41,4.28,4.3,4.46,4.61,4.39,4.28
Spring,2015,GUOFANG HUANG,BA,70381,MARKETING I,A,Lect,40,70,57%,6.95,2.92,2.83,3.03,2.73,3.13,3.03,3.47,2.75,2.73
Spring,2015,GUOFANG HUANG,BA,70381,MARKETING I,B,Lect,28,61,46%,5.78,2.68,2.89,2.96,2.43,2.89,2.82,3.14,2.46,2.61
Spring,2015,CHRISTOPHER OLIVOLA,BA,70385,CONSUMER BEHAVIOR,A,Lect,7,11,64%,9.29,4.43,3.86,3.86,3.86,4.43,4.29,4,4,4
Spring,2015,CHRIS TELMER,BA,70391,FINANCE,A,Lect,53,54,98%,9.69,4.17,4.09,4.09,3.62,4.34,3.67,4.06,3.62,3.72
Spring,2015,JOSE EMILIO OSAMBELA ZAVALA,BA,70398,INTERNATNL FINANCE,A,Lect,29,33,88%,6.55,4.1,4,4.17,3.31,3.97,4.03,3.93,3.62,3.68
Spring,2015,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,Lect,36,72,50%,9.08,4.5,4.39,4.44,4.36,4.53,4.36,4.75,4.44,4.17
Spring,2015,STEPHEN VARGO,BA,70401,MANAGEMENT GAME,W,Lect,34,54,63%,12.62,4.68,4.68,4.74,4.62,4.65,4.71,4.85,4.68,4.59
Spring,2015,KATHARINE ANDERSON,BA,70415,INTRO ENTREPRENRSHIP,A,Lect,19,37,51%,7.05,3.79,3.84,3.68,3.79,3.68,3.58,4.21,3.53,3.42
Spring,2015,DAVID MAWHINNEY,BA,70416,NEW VENTURE CREATION,A,Lect,8,22,36%,8,5,4.63,4.75,4.75,4.88,4.75,4.63,4.75,4.63
Spring,2015,GEORGE WHITE,BA,70416,NEW VENTURE CREATION,W,Lect,10,15,67%,9.8,5,4.9,5,5,5,5,5,5,5
Spring,2015,SIDNEY THOMAS EMERSON,BA,70417,TPCS IN ENTREPRNRSHP,W,Lect,10,24,42%,10.2,4.6,4.6,4.5,4.7,4.8,4.7,4.7,4.5,4.6
Spring,2015,AUSTIN SUDBURY,BA,70422,MANAGERIAL ACCOUNTNG,A,Lect,8,12,67%,3.5,3.5,3.5,3.5,3.25,3.5,3.38,3.5,3.5,3.5
Spring,2015,SIDNEY THOMAS EMERSON,BA,70423,TECH-BASED ENTREPSHP,W,Lect,20,32,63%,9.16,4.65,4.6,4.75,4.65,4.7,4.65,4.9,4.65,4.65
Spring,2015,STEPHEN KAROLYI,BA,70424,CORP FINAN REPTNG,A,Lect,9,14,64%,7.67,4.44,4.22,4.33,4,4.44,4.22,4.33,4.33,4.33
Spring,2015,TIM CUNNINGHAM,BA,70425,ENTRPRSHP CRTV INDSR,A,Lect,13,23,57%,6.15,3.85,2.77,3.08,3.54,3.62,2.85,3.54,3.08,3
